,Breaking&Entering,Stated intent with partner,Happened at night,Elements of assault identified,Elements of theft identified,Race,Stage of Legal Procedure,Sentencing
4103,True,False,True,False,False,Black,Plea Bargaining,5
4104,False,False,True,True,True,Black,Investigation,2
4105,True,True,True,True,True,Black,Plea Bargaining,4
4106,False,True,False,False,False,Other,Investigation,2
4107,True,True,True,True,True,Black,Plea Bargaining,3
4108,False,True,False,False,True,Other,Investigation,5
4109,True,False,True,True,True,Hispanic,Initial Hearing/Arraignment,0
4110,False,True,False,True,False,Other,Investigation,1
4111,True,True,False,True,True,Black,Investigation,0
4112,True,False,False,False,True,White,Investigation,3
4113,True,True,False,True,False,Hispanic,Pre-Trial Motions,3
4114,True,True,True,True,False,Other,Plea Bargaining,5
4115,False,True,False,False,False,Other,Initial Hearing/Arraignment,4
4116,False,True,True,False,False,Other,Initial Hearing/Arraignment,0
4117,False,False,True,True,False,Black,Investigation,5
4118,True,False,True,True,False,Black,Plea Bargaining,2
4119,False,True,True,False,True,White,Initial Hearing/Arraignment,2
4120,False,False,False,True,False,White,Initial Hearing/Arraignment,2
4121,False,False,False,False,True,Black,Plea Bargaining,4
4122,True,False,False,True,True,Hispanic,Investigation,3
4123,False,False,True,False,False,Hispanic,Initial Hearing/Arraignment,3
4124,True,False,True,True,False,White,Initial Hearing/Arraignment,0
4125,True,True,True,False,True,Hispanic,Investigation,1
4126,False,False,False,True,False,White,Plea Bargaining,0
4127,True,False,False,True,True,White,Initial Hearing/Arraignment,0
4128,True,True,True,False,False,White,Plea Bargaining,4
4129,False,True,False,True,True,Hispanic,Initial Hearing/Arraignment,1
4130,True,True,False,True,True,Hispanic,Investigation,1
4131,True,True,True,False,True,Black,Investigation,3
4132,False,False,True,True,False,Hispanic,Pre-Trial Motions,2
4133,True,False,True,False,True,Black,Pre-Trial Motions,4
4134,False,False,True,False,False,Hispanic,Plea Bargaining,3
4135,False,True,False,True,True,Black,Initial Hearing/Arraignment,4
4136,True,False,False,True,False,Hispanic,Pre-Trial Motions,4
4137,False,False,False,False,False,Hispanic,Initial Hearing/Arraignment,4
4138,True,True,True,False,False,Black,Plea Bargaining,5
4139,False,False,True,False,False,Black,Initial Hearing/Arraignment,3
4140,False,True,True,True,True,Other,Investigation,3
4141,False,True,False,True,False,Black,Plea Bargaining,5
4142,True,False,True,True,True,Black,Plea Bargaining,3
4143,False,False,True,True,True,Hispanic,Investigation,4
4144,True,False,True,False,True,White,Pre-Trial Motions,0
4145,False,True,False,False,True,Black,Plea Bargaining,3
4146,False,False,False,True,False,Black,Pre-Trial Motions,4
4147,False,False,True,True,False,Black,Investigation,4
4148,False,False,False,True,False,Black,Investigation,3
4149,True,False,False,True,False,Black,Initial Hearing/Arraignment,4
4150,True,False,False,True,True,White,Plea Bargaining,3
4151,True,False,True,False,True,Other,Plea Bargaining,3
4152,False,True,False,True,True,Black,Plea Bargaining,3
4153,True,False,True,False,True,Hispanic,Pre-Trial Motions,2
4154,False,True,False,False,False,Hispanic,Investigation,3
4155,False,False,True,False,False,Other,Plea Bargaining,2
4156,True,False,True,False,False,Other,Investigation,5
4157,False,True,False,False,False,Black,Plea Bargaining,3
4158,False,False,True,False,False,Black,Investigation,5
4159,False,True,True,False,False,Other,Plea Bargaining,1
4160,False,False,True,False,True,Other,Initial Hearing/Arraignment,3
4161,True,False,False,True,True,Hispanic,Pre-Trial Motions,3
4162,True,True,False,False,True,Black,Investigation,5
4163,False,False,True,True,False,Other,Investigation,3
4164,True,False,True,False,True,White,Plea Bargaining,5
4165,False,False,False,False,True,Hispanic,Pre-Trial Motions,1
4166,False,True,False,True,False,White,Initial Hearing/Arraignment,0
4167,False,True,False,False,True,White,Initial Hearing/Arraignment,2
4168,True,False,False,True,False,Black,Investigation,5
4169,True,True,True,False,True,White,Pre-Trial Motions,1
4170,False,False,True,False,True,Black,Investigation,5
4171,True,True,True,False,True,Other,Initial Hearing/Arraignment,1
4172,False,False,False,True,True,Black,Investigation,4
4173,True,True,True,True,True,Other,Initial Hearing/Arraignment,1
4174,True,False,True,True,True,Other,Plea Bargaining,1
4175,False,False,True,True,True,Black,Plea Bargaining,4
4176,False,True,False,False,False,Other,Initial Hearing/Arraignment,3
4177,False,False,False,False,False,Black,Plea Bargaining,0
4178,False,False,False,False,True,Hispanic,Plea Bargaining,0
4179,True,True,True,False,False,Black,Plea Bargaining,4
4180,False,True,True,True,True,White,Initial Hearing/Arraignment,4
4181,True,False,False,False,False,Black,Initial Hearing/Arraignment,5
4182,True,True,True,True,False,Hispanic,Initial Hearing/Arraignment,1
4183,True,False,False,True,True,Black,Plea Bargaining,4
4184,False,False,False,True,False,Black,Plea Bargaining,0
4185,False,True,False,False,True,Black,Pre-Trial Motions,5
4186,True,False,True,True,True,White,Investigation,2
4187,False,True,True,True,True,Black,Investigation,0
4188,False,True,True,False,False,Other,Initial Hearing/Arraignment,0
4189,True,False,False,True,False,Black,Plea Bargaining,5
4190,True,True,False,False,True,Black,Plea Bargaining,3
4191,True,False,False,True,False,White,Plea Bargaining,3
4192,True,True,True,True,False,Hispanic,Investigation,4
4193,False,False,True,True,False,White,Investigation,0
4194,False,False,False,False,False,Black,Investigation,3
4195,True,True,True,False,True,Black,Initial Hearing/Arraignment,2
4196,True,False,True,False,True,Black,Plea Bargaining,2
4197,True,False,True,True,True,White,Pre-Trial Motions,2
4198,False,False,True,False,False,Other,Investigation,2
4199,False,True,False,False,False,White,Investigation,2
4200,True,True,True,True,False,Black,Investigation,4
4201,False,False,False,False,False,Hispanic,Plea Bargaining,3
4202,True,False,True,False,False,White,Investigation,1
4203,False,False,False,True,True,Hispanic,Investigation,2
4204,True,True,True,True,False,White,Plea Bargaining,4
4205,False,True,False,False,False,White,Investigation,4
4206,False,False,False,False,False,Black,Investigation,3
4207,True,True,False,False,False,Other,Investigation,1
4208,False,True,False,True,True,Other,Investigation,4
4209,True,True,True,False,True,Black,Plea Bargaining,5
4210,True,False,True,True,True,White,Plea Bargaining,2
4211,False,True,False,False,False,Other,Plea Bargaining,4
4212,True,False,True,False,True,White,Initial Hearing/Arraignment,5
4213,True,False,True,False,False,White,Pre-Trial Motions,2
4214,False,True,True,True,True,Other,Pre-Trial Motions,1
4215,True,True,False,False,False,Black,Investigation,3
4216,True,True,True,False,True,Other,Pre-Trial Motions,3
4217,True,True,False,False,True,Hispanic,Pre-Trial Motions,1
4218,False,False,False,True,False,Other,Initial Hearing/Arraignment,1
4219,False,True,False,False,True,Black,Plea Bargaining,5
4220,True,True,True,True,True,Other,Investigation,4
4221,False,False,False,True,True,Hispanic,Plea Bargaining,3
4222,False,False,True,False,False,Black,Investigation,3
4223,False,False,False,False,True,White,Investigation,2
4224,True,False,False,False,True,Other,Investigation,4
4225,False,False,True,False,True,Other,Investigation,3
4226,True,True,True,False,True,Hispanic,Pre-Trial Motions,5
4227,True,False,False,False,False,Hispanic,Plea Bargaining,3
4228,False,True,False,False,True,White,Investigation,1
4229,True,True,False,False,True,Hispanic,Initial Hearing/Arraignment,2
4230,True,True,True,True,True,White,Pre-Trial Motions,2
4231,True,False,False,True,False,Hispanic,Investigation,2
4232,True,False,True,True,False,White,Investigation,3
4233,True,False,True,False,False,White,Plea Bargaining,0
4234,True,False,False,False,True,White,Pre-Trial Motions,4
4235,True,True,False,False,True,Other,Initial Hearing/Arraignment,2
4236,True,True,False,True,True,Hispanic,Investigation,1
4237,False,False,False,False,False,White,Investigation,0
4238,True,False,False,False,False,Hispanic,Investigation,1
4239,False,True,False,True,True,White,Pre-Trial Motions,2
4240,False,True,True,False,True,Black,Investigation,4
4241,True,True,True,True,True,Hispanic,Investigation,0
4242,False,True,True,True,True,Black,Initial Hearing/Arraignment,5
4243,False,False,True,False,False,Other,Plea Bargaining,1
4244,True,False,True,False,True,Hispanic,Plea Bargaining,3
4245,True,True,True,True,True,White,Plea Bargaining,4
4246,False,True,False,True,True,White,Investigation,1
4247,True,True,False,False,True,Black,Investigation,3
4248,False,True,True,True,False,Hispanic,Initial Hearing/Arraignment,1
4249,True,False,True,True,True,White,Pre-Trial Motions,4
4250,False,True,True,False,True,Black,Initial Hearing/Arraignment,5
4251,False,False,False,True,True,Other,Initial Hearing/Arraignment,1
4252,False,True,False,False,True,Other,Investigation,0
4253,False,False,False,False,False,White,Pre-Trial Motions,2
4254,True,False,True,False,True,White,Initial Hearing/Arraignment,3
4255,True,True,False,False,False,Black,Investigation,5
4256,False,False,True,True,False,Other,Plea Bargaining,4
4257,False,True,False,False,True,Other,Pre-Trial Motions,3
4258,True,False,True,True,False,White,Plea Bargaining,5
4259,True,True,False,True,False,Black,Plea Bargaining,3
4260,True,False,True,False,False,White,Initial Hearing/Arraignment,1
4261,True,False,False,False,False,Hispanic,Plea Bargaining,0
4262,False,True,False,True,False,Other,Investigation,2
4263,True,False,False,True,True,Hispanic,Investigation,3
4264,False,False,False,False,False,White,Initial Hearing/Arraignment,3
4265,False,True,True,True,False,Other,Investigation,3
4266,False,True,True,False,False,White,Initial Hearing/Arraignment,3
4267,False,True,True,False,False,White,Plea Bargaining,0
4268,False,False,False,True,True,Hispanic,Initial Hearing/Arraignment,3
4269,False,True,True,False,True,Black,Investigation,4
4270,True,True,False,False,True,Hispanic,Pre-Trial Motions,3
4271,False,False,False,True,False,Other,Initial Hearing/Arraignment,1
4272,True,True,False,True,True,White,Pre-Trial Motions,0
4273,True,False,False,False,True,Black,Investigation,5
4274,False,False,True,False,False,Other,Pre-Trial Motions,4
4275,True,False,False,False,False,Black,Investigation,5
4276,False,False,True,False,True,White,Initial Hearing/Arraignment,1
4277,False,False,True,False,True,Other,Plea Bargaining,3
4278,True,True,False,True,False,White,Investigation,5
4279,False,False,True,False,False,Other,Plea Bargaining,1
4280,False,False,False,True,True,White,Initial Hearing/Arraignment,2
4281,False,True,True,False,False,Other,Investigation,1
4282,True,False,False,False,True,White,Plea Bargaining,4
4283,False,True,True,False,True,Black,Investigation,3
4284,False,False,True,False,False,Hispanic,Investigation,3
4285,False,True,False,True,True,Black,Plea Bargaining,4
4286,False,False,False,True,True,Hispanic,Initial Hearing/Arraignment,4
4287,False,True,True,True,True,Black,Investigation,3
4288,True,True,False,True,True,White,Plea Bargaining,4
4289,True,True,True,False,False,White,Plea Bargaining,4
4290,True,False,False,False,False,Other,Plea Bargaining,2
4291,False,True,False,True,True,Hispanic,Pre-Trial Motions,4
4292,True,False,False,False,False,Other,Investigation,5
4293,False,False,False,True,True,Other,Plea Bargaining,0
4294,False,True,False,True,True,Black,Plea Bargaining,3
4295,True,False,False,False,False,Black,Pre-Trial Motions,1
4296,True,True,True,True,True,Black,Pre-Trial Motions,4
4297,False,False,False,False,False,White,Plea Bargaining,4
4298,True,True,True,False,False,Hispanic,Plea Bargaining,3
4299,False,True,True,True,True,White,Initial Hearing/Arraignment,1
4300,True,True,False,True,False,Hispanic,Initial Hearing/Arraignment,3
4301,False,True,True,True,True,Other,Investigation,1
4302,False,False,True,True,False,Other,Initial Hearing/Arraignment,5
4303,True,True,False,False,True,Other,Plea Bargaining,1
4304,False,False,True,True,True,White,Initial Hearing/Arraignment,1
4305,True,True,False,False,False,Black,Plea Bargaining,5
4306,False,False,True,True,False,White,Investigation,3
4307,False,False,True,False,True,Hispanic,Plea Bargaining,1
4308,False,True,False,False,False,Hispanic,Plea Bargaining,0
4309,False,False,False,True,False,Other,Pre-Trial Motions,2
4310,True,True,True,True,False,Hispanic,Plea Bargaining,2
4311,False,False,True,False,False,Black,Plea Bargaining,2
4312,False,False,True,False,True,Other,Plea Bargaining,2
4313,True,True,False,False,True,White,Investigation,1
4314,True,True,False,True,False,Hispanic,Plea Bargaining,3
4315,False,False,True,False,False,Other,Investigation,1
4316,True,True,True,False,True,White,Initial Hearing/Arraignment,3
4317,False,True,True,True,False,White,Pre-Trial Motions,2
4318,False,True,True,True,False,Hispanic,Initial Hearing/Arraignment,3
4319,False,False,True,False,True,Hispanic,Pre-Trial Motions,0
4320,True,True,False,True,False,Black,Investigation,4
4321,False,True,True,True,False,Black,Initial Hearing/Arraignment,5
4322,False,True,False,False,False,Black,Investigation,4
4323,False,True,True,False,True,Black,Plea Bargaining,3
4324,False,False,True,False,False,Black,Investigation,4
4325,True,True,False,False,False,Other,Initial Hearing/Arraignment,3
4326,False,False,True,True,False,White,Investigation,4
4327,False,False,False,False,False,Hispanic,Plea Bargaining,2
4328,False,False,False,False,True,Other,Pre-Trial Motions,3
4329,True,False,False,True,False,Black,Plea Bargaining,4
4330,True,True,True,False,False,Other,Investigation,4
4331,False,False,False,True,False,Black,Plea Bargaining,0
4332,True,True,False,False,True,Black,Plea Bargaining,3
4333,True,True,True,True,True,Other,Investigation,0
4334,False,True,True,True,True,White,Plea Bargaining,5
4335,True,False,False,True,False,Hispanic,Initial Hearing/Arraignment,1
4336,True,False,False,False,False,Black,Investigation,5
4337,True,True,False,False,True,Hispanic,Pre-Trial Motions,5
4338,True,False,False,False,False,Black,Investigation,4
4339,True,True,False,True,True,Hispanic,Plea Bargaining,4
4340,False,False,False,False,False,White,Initial Hearing/Arraignment,4
4341,False,False,True,True,False,Black,Plea Bargaining,0
4342,False,False,False,True,True,Hispanic,Plea Bargaining,2
4343,False,False,False,False,True,Other,Initial Hearing/Arraignment,2
4344,True,True,False,False,True,Black,Pre-Trial Motions,4
4345,False,False,True,False,True,Hispanic,Initial Hearing/Arraignment,1
4346,True,False,True,False,False,Hispanic,Pre-Trial Motions,1
4347,False,False,True,True,False,Other,Plea Bargaining,5
4348,True,True,True,False,False,White,Pre-Trial Motions,2
4349,False,True,True,True,True,Hispanic,Pre-Trial Motions,1
4350,True,True,True,False,True,Hispanic,Investigation,3
4351,True,False,False,True,False,Hispanic,Pre-Trial Motions,3
4352,False,False,True,False,False,Hispanic,Plea Bargaining,4
4353,True,False,False,False,False,Black,Investigation,5
4354,False,True,False,False,False,Black,Investigation,0
4355,False,True,True,False,False,Black,Initial Hearing/Arraignment,1
4356,True,True,True,True,True,Black,Pre-Trial Motions,3
4357,False,True,False,True,True,Hispanic,Pre-Trial Motions,0
4358,False,False,True,False,True,White,Investigation,0
4359,False,True,True,False,True,White,Pre-Trial Motions,3
4360,True,True,False,False,False,White,Initial Hearing/Arraignment,0
